Elapsed time,Direct_1,Abdomen_1,Abdomen_2,Abdomen_3,Abdomen_4,EDF Annotations
24.707,164.103,27.1,11,10.4,38.101,0.5
24.708,164.303,25.8,8.7,7.7,35.601,0.5
24.709,161.402,23.7,5.3,5.2,32.5,0.5
24.71,155.802,21.4,1.9,3.2,29.3,0.5
24.711,148.202,19.3,-1.2,1.6,25.9,0.5
24.712,139.502,17.4,-4,-0.3,21.8,0.5
24.713,130.402,15.3,-6.9,-2.9,16.8,0.5
24.714,121.002,12.7,-10.1,-6.3,11,0.5
24.715,110.702,9.7,-13.7,-10.1,4.8,0.5
24.716,98.802,6.4,-17.4,-13.6,-0.7,0.5
24.717,85.101,3.3,-20.6,-16.3,-4.8,0.5
24.718,70.501,0.7,-22.7,-17.9,-7.1,0.5
24.719,57.101,-1.1,-23.6,-18.6,-7.9,0.5
24.72,47.101,-2.3,-23.4,-18.9,-7.6,0.5
24.721,41.701,-3.2,-22.5,-18.9,-6.8,0.5
24.722,40.601,-3.8,-21.6,-18.7,-5.6,0.5
24.723,42.501,-4,-20.9,-18.1,-4,0.5
24.724,45.501,-3.5,-20.3,-16.6,-2.1,0.5
24.725,48.701,-2.3,-19.9,-14.5,-0.1,0.5
24.726,52.201,-0.6,-19.5,-12,1.9,0.5
24.727,57.001,0.9,-19.1,-9.9,3.4,0.5
24.728,63.401,1.9,-18.8,-8.5,4.6,0.5
24.729,70.901,2.1,-18.7,-7.9,5.6,0.5
24.73,78.101,1.9,-18.6,-7.5,6.9,0.5
24.731,83.701,1.9,-18.2,-7,8.8,0.5
24.732,87.201,2.5,-17.2,-6,11.1,0.5
24.733,89.001,3.8,-15.6,-4.7,13.3,0.5
24.734,90.701,5.5,-13.6,-3.7,14.8,0.5
24.735,92.901,6.9,-11.8,-3.3,15.4,0.5
24.736,95.801,7.5,-10.7,-3.6,15.1,0.5
24.737,98.301,7.4,-10.6,-4.2,14.4,0.5
24.738,99.402,6.8,-11.5,-4.7,13.7,0.5
24.739,98.602,6.1,-12.6,-5.2,13.3,0.5
24.74,96.701,5.5,-13.5,-5.7,13,0.5
24.741,95.001,4.8,-13.5,-6.5,12.5,0.5
24.742,94.801,4,-12.6,-7.6,11.6,0.5
24.743,96.401,3,-11.2,-8.9,10.2,0.5
24.744,99.102,1.9,-9.8,-10.1,8.7,0.5
24.745,101.502,1,-9,-10.8,7.7,0.5
24.746,102.702,0.4,-8.9,-10.9,7.4,0.5
24.747,102.402,0.3,-9.5,-10.7,7.8,0.5
24.748,101.402,0.5,-10.5,-10.5,8.6,0.5
24.749,100.602,0.7,-11.5,-10.4,9.4,0.5
24.75,100.602,0.7,-12.4,-10.5,9.8,0.5
24.751,101.302,0.4,-13,-10.6,9.7,0.5
24.752,102.302,-0.2,-13.4,-10.6,9.4,0.5
24.753,102.802,-1.3,-13.8,-10.7,9.3,0.5
24.754,103.002,-2.5,-14.1,-10.9,9.7,0.5
24.755,103.302,-3.5,-14.2,-11.3,10.7,0.5
24.756,104.402,-3.9,-13.9,-11.7,12.1,0.5
24.757,106.402,-3.4,-13.2,-11.9,13.4,0.5
24.758,109.002,-2.2,-12.3,-11.8,14.2,0.5
24.759,111.202,-0.8,-11.4,-11.6,14.2,0.5
24.76,112.002,-0.1,-11,-11.5,13.4,0.5
24.761,111.602,-0.4,-11.3,-11.7,12.5,0.5
24.762,110.902,-1.7,-12.2,-12.2,11.8,0.5
24.763,111.002,-3.3,-13.2,-12.7,11.8,0.5
24.764,113.102,-4.5,-13.9,-13.1,12.4,0.5
24.765,116.702,-4.9,-13.8,-13.1,13.2,0.5
24.766,120.402,-4.6,-13,-13,13.7,0.5
24.767,122.302,-4,-12,-12.9,13.6,0.5
24.768,121.302,-3.8,-11.3,-13,12.8,0.5
24.769,118.002,-4,-11.4,-13.3,11.8,0.5
24.77,114.102,-4.7,-12.2,-13.6,11,0.5
24.771,112.002,-5.5,-13.5,-13.7,10.7,0.5
24.772,112.702,-6.2,-14.6,-13.5,11.1,0.5
24.773,116.002,-6.9,-15,-13.1,12,0.5
24.774,120.002,-7.4,-14.6,-12.7,13.1,0.5
24.775,123.102,-7.7,-13.5,-12.5,14.1,0.5
24.776,124.502,-7.7,-12.3,-12.4,14.8,0.5
24.777,124.902,-7.3,-11.4,-12.5,15.1,0.5
24.778,125.702,-6.7,-11.2,-12.6,15.1,0.5
24.779,127.602,-6.1,-12,-12.9,14.7,0.5
24.78,130.402,-6.1,-13.3,-13.3,14.1,0.5
24.781,132.602,-6.9,-14.7,-13.7,13.4,0.5
24.782,133.402,-8.2,-15.8,-14.2,12.9,0.5
24.783,132.402,-9.7,-16.5,-14.5,12.6,0.5
24.784,130.902,-10.7,-16.6,-14.5,12.7,0.5
24.785,130.202,-10.8,-16.6,-14.1,13.2,0.5
24.786,131.102,-10.3,-16.7,-13.3,13.9,0.5
24.787,133.002,-9.2,-17.2,-12.3,14.7,0.5
24.788,134.902,-8.3,-18.2,-11.4,15.3,0.5
24.789,135.802,-7.9,-19.3,-10.9,15.6,0.5
24.79,135.402,-8,-20.3,-10.9,15.5,0.5
24.791,134.502,-8.8,-21.1,-11.3,15,0.5
24.792,133.502,-9.9,-21.4,-11.9,14.4,0.5
24.793,133.002,-10.9,-21.3,-12.1,13.8,0.5
24.794,132.602,-11.6,-20.9,-11.7,13.7,0.5
24.795,132.302,-11.9,-20.4,-10.8,14,0.5
24.796,132.302,-11.8,-20.2,-9.6,14.7,0.5
24.797,133.602,-11.8,-20.5,-8.6,15.3,0.5
24.798,136.702,-12,-21.2,-8.4,15.6,0.5
24.799,141.202,-12.6,-22.3,-8.9,15.4,0.5
24.8,145.902,-13.3,-23.4,-10.1,14.9,0.5
24.801,149.002,-14,-24.1,-11.5,14.3,0.5
24.802,149.502,-14.2,-24.1,-12.8,14,0.5
24.803,147.702,-14.1,-23.6,-13.8,14,0.5
24.804,145.002,-13.8,-22.9,-14.5,14.4,0.5
24.805,142.802,-13.5,-22.2,-14.8,14.7,0.5
24.806,142.102,-13.5,-21.8,-15,14.8,0.5
24.807,142.702,-13.6,-21.3,-14.8,14.7,0.5
24.808,143.802,-13.7,-20.6,-14.3,14.8,0.5
24.809,144.702,-13.5,-19.4,-13.5,15.1,0.5
24.81,145.002,-13,-17.8,-12.7,15.7,0.5
24.811,145.002,-12.6,-16.3,-12.2,16.2,0.5
24.812,144.802,-12.4,-15.3,-12,16.4,0.5
24.813,144.702,-12.5,-15.5,-12.1,15.9,0.5
24.814,144.802,-12.8,-16.7,-12.1,14.9,0.5
24.815,145.302,-13.1,-18.6,-11.9,13.9,0.5
24.816,146.102,-13.1,-20.9,-11.3,13.4,0.5
24.817,147.502,-12.9,-22.9,-10.5,13.6,0.5
24.818,149.202,-12.7,-24.5,-9.9,14.1,0.5
24.819,150.802,-12.5,-25.4,-9.8,14.7,0.5
24.82,151.802,-12.4,-25.6,-10.1,14.7,0.5
24.821,152.302,-12.1,-25,-10.8,14.2,0.5
24.822,152.402,-11.5,-23.8,-11.3,13.3,0.5
24.823,152.502,-10.6,-22.3,-11.7,12.5,0.5
24.824,152.802,-9.7,-21,-11.7,12.1,0.5
24.825,152.902,-9.1,-20.3,-11.5,12,0.5
24.826,152.102,-9,-20.6,-11.1,12.1,0.5
24.827,150.402,-9.1,-21.8,-10.8,12.1,0.5
24.828,148.102,-9.2,-23.3,-10.6,11.9,0.5
24.829,146.502,-8.9,-24.7,-10.5,11.5,0.5
24.83,146.702,-8.2,-25.4,-10.6,11.1,0.5
24.831,149.002,-7.5,-25.3,-10.9,10.7,0.5
24.832,152.902,-7.1,-24.5,-11.2,10.5,0.5
24.833,156.602,-7.1,-23.3,-11.5,10.3,0.5
24.834,158.902,-7.3,-22.1,-11.7,10.2,0.5
24.835,159.002,-7.1,-20.7,-11.6,10.3,0.5
24.836,157.702,-6.3,-19.2,-11.2,10.6,0.5
24.837,156.102,-4.7,-17.4,-10.6,11.2,0.5
24.838,155.402,-2.8,-15.3,-9.9,11.8,0.5
24.839,155.902,-1.3,-13.4,-9,12.1,0.5
24.84,157.002,-0.4,-12,-8.3,12,0.5
24.841,157.902,-0.3,-11.5,-7.9,11.5,0.5
24.842,157.902,-0.6,-11.8,-7.9,10.9,0.5
24.843,157.202,-0.8,-12.6,-8.2,10.6,0.5
24.844,156.402,-0.6,-13.1,-8.8,10.7,0.5
24.845,156.202,0.2,-12.9,-9.2,11.2,0.5
24.846,157.002,1.2,-11.5,-9.3,11.5,0.5
24.847,158.402,2.6,-9.3,-8.9,11.4,0.5
24.848,159.802,4,-6.9,-8,10.9,0.5
24.849,160.902,5.5,-4.9,-6.8,10.3,0.5
24.85,161.502,7,-3.7,-5.5,9.9,0.5
24.851,161.902,8.4,-3.2,-4.3,10.1,0.5
24.852,162.402,9.7,-3,-3.2,10.8,0.5
24.853,163.002,10.7,-2.4,-2.4,11.6,0.5
24.854,163.502,11.5,-1.4,-2,11.7,0.5
24.855,163.402,11.9,-0.1,-2.1,10.8,0.5
24.856,162.702,11.8,0.7,-2.9,8.9,0.5
24.857,162.102,11.1,0.6,-4.4,6.6,0.5
24.858,162.002,9.8,-0.5,-6.4,4.3,0.5
24.859,163.202,8.3,-2.1,-8.3,2.6,0.5
24.86,165.403,6.9,-3.6,-9.6,1.6,0.5
24.861,168.003,6.2,-4.7,-10,1.1,0.5
24.862,169.603,6.3,-5.4,-9.4,0.8,0.5
24.863,169.903,6.9,-6.2,-8,0.6,0.5
24.864,168.903,7.5,-7.6,-6.5,0.4,0.5
24.865,167.603,7.7,-9.5,-5.3,0.5,0.5
24.866,167.203,7.4,-11.6,-4.6,0.8,0.5
24.867,167.903,6.9,-13,-4.4,1.3,0.5
24.868,169.103,6.6,-13.4,-4.5,1.8,0.5
24.869,169.403,6.8,-12.7,-4.7,1.9,0.5
24.87,168.103,7.4,-11.7,-4.8,1.5,0.5
24.871,165.303,8.1,-11,-4.8,0.7,0.5
24.872,162.402,8.3,-11.3,-4.8,-0.2,0.5
24.873,161.202,8,-12.3,-4.9,-0.8,0.5
24.874,162.402,7.5,-13.8,-5.1,-1.1,0.5
24.875,165.403,7.1,-14.9,-5.3,-1,0.5
24.876,168.203,7.1,-15.3,-5.6,-0.9,0.5
24.877,169.203,7.5,-14.9,-6,-1.1,0.5
24.878,167.703,8,-14.1,-6.3,-1.5,0.5
24.879,164.703,8.4,-13.2,-6.6,-2,0.5
24.88,162.102,8.7,-12.4,-6.6,-2.3,0.5
24.881,161.402,9.2,-11.8,-6.3,-2.2,0.5
24.882,162.702,10.1,-11.4,-5.6,-1.6,0.5
24.883,165.103,11.3,-11,-4.8,-0.9,0.5
24.884,167.203,12.5,-10.7,-4.2,-0.4,0.5
24.885,167.903,13.4,-10.3,-3.9,-0.2,0.5
24.886,167.403,13.6,-9.8,-4.1,-0.5,0.5
24.887,166.503,13.3,-9.1,-4.5,-1,0.5
24.888,166.103,12.8,-8.5,-4.7,-1.6,0.5
24.889,166.303,12.6,-7.8,-4.7,-2.1,0.5
24.89,166.703,12.6,-7.3,-4.4,-2.5,0.5
24.891,166.803,12.8,-7.1,-4.2,-2.9,0.5
24.892,166.203,13,-7.1,-4.2,-3.4,0.5
24.893,165.203,12.8,-7.4,-4.3,-3.9,0.5
24.894,164.203,12.4,-7.8,-4.6,-4.2,0.5
24.895,163.903,12,-8.2,-4.7,-4.4,0.5
24.896,164.303,11.8,-8.6,-4.6,-4.5,0.5
24.897,165.103,11.9,-8.9,-4.6,-4.6,0.5
24.898,165.503,12.2,-9.1,-4.7,-4.9,0.5
24.899,165.503,12.5,-8.9,-5.1,-5.3,0.5
24.9,165.103,12.6,-8.5,-5.8,-5.6,0.5
24.901,164.903,12.3,-7.8,-6.5,-5.6,0.5
24.902,165.603,11.8,-7,-6.9,-5.2,0.5
24.903,167.103,11.3,-6.3,-7.1,-4.6,0.5
24.904,168.703,11,-5.7,-7.2,-4.1,0.5
24.905,169.603,10.9,-5.2,-7.2,-4.1,0.5
24.906,169.503,10.9,-4.7,-7.4,-4.8,0.5
24.907,168.603,11.1,-4.1,-7.4,-5.8,0.5
24.908,167.803,11.1,-3.5,-7.2,-6.8,0.5
24.909,167.903,10.9,-2.9,-6.6,-7.2,0.5
24.91,168.803,10.6,-2.5,-5.8,-6.9,0.5
24.911,170.003,10.1,-2.1,-5,-6.3,0.5
24.912,170.403,9.7,-1.9,-4.5,-5.6,0.5
24.913,169.603,9.3,-1.7,-4.4,-5.3,0.5
24.914,168.303,9,-1.4,-4.6,-5.4,0.5
24.915,167.503,8.7,-1.1,-4.9,-5.8,0.5
24.916,168.003,8.5,-0.9,-5.1,-6.3,0.5
24.917,169.503,8.5,-0.8,-5.3,-6.8,0.5
24.918,170.803,8.6,-0.8,-5.7,-7.2,0.5
24.919,170.703,8.8,-0.9,-6.3,-7.5,0.5
24.92,169.103,9.3,-0.9,-7.1,-7.6,0.5
24.921,167.103,9.7,-0.7,-7.9,-7.5,0.5
24.922,166.603,10.1,-0.1,-8.6,-7.1,0.5
24.923,168.703,10.5,0.9,-8.8,-6.4,0.5
24.924,172.903,10.7,1.9,-8.5,-5.7,0.5
24.925,177.403,11,2.7,-7.9,-5.2,0.5
24.926,179.903,11.1,2.9,-7.2,-5.1,0.5
24.927,179.603,11,2.3,-6.8,-5.4,0.5
24.928,177.203,10.7,1.3,-6.6,-5.9,0.5
24.929,174.603,10.2,0.3,-6.8,-6.5,0.5
24.93,173.703,9.7,-0.2,-6.9,-6.9,0.5
24.931,175.103,9.5,0.1,-6.8,-7.1,0.5
24.932,178.003,9.7,0.9,-6.3,-7,0.5
24.933,180.603,10.2,1.9,-5.3,-6.9,0.5
24.934,181.803,10.7,2.6,-4.3,-6.8,0.5
24.935,181.303,11.1,2.7,-3.4,-6.7,0.5
24.936,179.903,11,2,-2.9,-6.6,0.5
24.937,178.703,10.7,0.9,-2.9,-6.2,0.5
24.938,178.303,10.3,-0.5,-3.1,-5.6,0.5
24.939,178.803,10.4,-1.9,-3.3,-4.8,0.5
24.94,179.603,10.9,-3.2,-3.3,-3.9,0.5
24.941,180.203,11.8,-4.1,-3.1,-3.2,0.5
24.942,180.803,12.8,-4.5,-2.7,-2.9,0.5
24.943,181.403,13.7,-4.3,-2.5,-3,0.5
24.944,182.303,14.1,-3.5,-2.5,-3.6,0.5
24.945,183.403,14.1,-2.2,-2.8,-4.5,0.5
24.946,184.103,13.7,-0.9,-3.3,-5.4,0.5
24.947,184.103,13.1,0.1,-3.6,-6,0.5
24.948,183.403,12.4,0.4,-3.7,-6.1,0.5
24.949,182.603,12.1,0.2,-3.5,-5.9,0.5
24.95,182.703,12.2,-0.3,-3,-5.4,0.5
24.951,183.803,12.9,-0.6,-2.3,-4.8,0.5
24.952,185.803,14.2,-0.3,-1.6,-4.2,0.5
24.953,187.603,15.7,0.5,-1,-3.7,0.5
24.954,188.303,17,1.8,-0.6,-3.1,0.5
24.955,187.603,17.8,3,-0.4,-2.4,0.5
24.956,185.903,18.2,3.6,-0.5,-1.5,0.5
24.957,184.403,18.4,3.5,-0.8,-0.7,0.5
24.958,183.903,18.5,2.8,-1.3,-0.1,0.5
24.959,184.503,18.6,1.9,-2,0.2,0.5
24.96,186.003,18.6,1,-2.6,0,0.5
24.961,187.303,18.1,0.2,-3.3,-0.8,0.5
24.962,187.803,17.1,-0.5,-3.8,-1.8,0.5
24.963,187.603,15.6,-1.4,-4,-2.9,0.5
24.964,187.003,13.9,-2.6,-4,-3.8,0.5
24.965,187.003,12.5,-4.2,-3.8,-4.6,0.5
24.966,188.003,11.6,-5.9,-3.5,-5.2,0.5
24.967,190.103,11,-7.4,-3.6,-5.9,0.5
24.968,192.703,10.6,-8.5,-3.9,-6.6,0.5
24.969,194.803,10.2,-9,-4.5,-7.2,0.5
24.97,195.403,9.9,-8.7,-5,-7.6,0.5
24.971,194.403,9.6,-7.9,-5.4,-7.5,0.5
24.972,192.403,9.5,-6.9,-5.3,-7,0.5
24.973,190.403,9.5,-6,-4.9,-6.3,0.5
24.974,189.603,9.5,-5.5,-4.4,-5.7,0.5
24.975,190.703,9.5,-5.7,-3.8,-5.4,0.5
24.976,193.103,9.6,-6.1,-3.5,-5.6,0.5
24.977,195.603,9.6,-6.6,-3.4,-6.1,0.5
24.978,197.203,9.7,-6.7,-3.7,-6.6,0.5
24.979,197.703,9.7,-6.5,-4.3,-6.9,0.5
24.98,197.603,9.5,-6,-5.2,-7,0.5
24.981,198.103,9.2,-5.7,-6.1,-6.8,0.5
24.982,199.503,8.7,-5.5,-6.8,-6.5,0.5
24.983,201.303,8.4,-5.5,-7,-6,0.5
24.984,202.103,8.4,-5.5,-6.6,-5.5,0.5
24.985,201.003,8.9,-5.5,-5.6,-5,0.5
24.986,198.203,9.5,-5.7,-4.5,-4.8,0.5
24.987,195.103,9.8,-6.4,-3.5,-4.9,0.5
24.988,193.403,9.7,-8,-2.9,-5.3,0.5
24.989,194.203,9,-10.1,-2.8,-6,0.5
24.99,196.703,8.1,-12.2,-2.8,-6.6,0.5
24.991,199.403,7.6,-13.6,-2.7,-7,0.5
24.992,200.603,7.8,-13.7,-2.2,-7.2,0.5
24.993,199.603,8.8,-12.5,-1.4,-7.1,0.5
24.994,197.303,10.3,-10.5,-0.5,-6.7,0.5
24.995,195.403,11.8,-8.4,0.2,-6.1,0.5
24.996,195.003,12.8,-6.9,0.5,-5.6,0.5
24.997,196.103,13.2,-6.2,0.4,-5.2,0.5
24.998,197.703,13,-6.2,-0.1,-5.3,0.5
24.999,198.403,12.4,-6.6,-0.8,-5.8,0.5
25,197.803,11.7,-7.2,-1.8,-6.9,0.696
25.001,196.203,11.1,-7.7,-2.9,-7.9,0.696
25.002,194.503,10.7,-7.9,-3.9,-8.6,0.696
25.003,193.803,10.7,-7.9,-4.6,-8.6,0.696
25.004,194.203,10.9,-7.5,-4.9,-8,0.696
25.005,195.403,11.4,-6.8,-4.6,-7,0.696
25.006,197.003,12,-6,-4,-6.3,0.696
25.007,198.403,12.5,-5.4,-3.1,-6.1,0.696
25.008,199.503,12.8,-5.3,-2.4,-6.4,0.696
25.009,200.303,12.6,-5.7,-2,-6.9,0.696
25.01,200.903,12.1,-6.5,-1.9,-7.2,0.579
25.011,201.403,11.3,-7.4,-2.1,-7.2,0.579
25.012,201.803,10.4,-8.1,-2.4,-7.1,0.579
25.013,201.903,9.6,-8.3,-2.6,-6.9,0.579
25.014,201.703,8.9,-7.9,-2.7,-6.8,0.579
25.015,201.003,8.6,-6.9,-2.7,-6.9,0.579
25.016,199.703,8.4,-5.5,-2.6,-6.8,0.579
25.017,198.603,8.4,-4.1,-2.5,-6.5,0.579
25.018,198.403,8.4,-2.9,-2.6,-6.1,0.579
25.019,200.003,8.4,-1.9,-3,-6,0.579
25.02,203.303,8.6,-1.1,-3.5,-6.2,0.5
25.021,207.303,8.8,-0.2,-4,-7,0.5
25.022,210.403,9.2,0.8,-4.2,-7.8,0.5
25.023,211.503,9.6,1.9,-4.1,-8.3,0.5
25.024,210.603,10,2.7,-3.9,-8.1,0.5
25.025,209.203,10.3,2.9,-3.6,-7.4,0.5
25.026,209.003,10.3,2.5,-3.4,-6.6,0.5
25.027,210.703,10.1,1.8,-3.3,-6.1,0.5
25.028,213.403,9.8,1,-3.1,-6.3,0.5
25.029,215.103,9.2,0.6,-2.5,-7.1,0.5
25.03,214.103,8.7,0.8,-1.3,-8,0.696
25.031,210.403,8.5,1.5,0.4,-8.6,0.696
25.032,205.603,8.7,2.2,2.1,-8.7,0.696
25.033,202.203,9.3,2.8,3.4,-8.5,0.696
25.034,202.103,9.9,3.1,3.7,-8.2,0.696
25.035,204.903,10.2,3.1,3.2,-8.1,0.696
25.036,208.603,9.9,3.2,2.1,-8.2,0.696
25.037,210.603,9.1,3.8,1,-8.3,0.696
25.038,209.503,8.3,4.7,0.2,-8.2,0.696
25.039,205.903,7.9,5.9,0.1,-7.8,0.696
25.04,201.603,8.4,7.1,0.4,-7.3,0.681
25.041,199.103,9.6,7.7,0.8,-7,0.681
25.042,199.603,10.9,7.7,1.1,-7.1,0.681
25.043,202.803,11.6,7.1,1.1,-7.7,0.681
25.044,206.603,11.5,6.1,0.9,-8.5,0.681
25.045,209.003,10.6,5.2,0.8,-9.3,0.681
25.046,208.503,9.5,4.4,1,-9.8,0.681
25.047,205.403,8.6,4,1.5,-9.9,0.681
25.048,201.203,8.3,3.9,2,-9.6,0.681
25.049,197.603,8.4,4,2.6,-9,0.681
25.05,195.403,8.6,4.2,3.1,-8.3,0.716
25.051,194.603,8.6,4.4,3.6,-7.8,0.716
25.052,194.103,8.2,4.4,4.1,-7.7,0.716
25.053,193.403,7.5,4.1,4.3,-8.1,0.716
25.054,192.603,6.6,3.5,4.1,-9,0.716
25.055,192.503,5.9,2.9,3.5,-9.9,0.716
25.056,193.803,5.7,2.6,2.7,-10.5,0.716
25.057,196.203,6,3,2.2,-10.5,0.716
25.058,198.603,7,4.1,2.3,-9.6,0.716
25.059,199.603,8.3,5.7,3,-8.1,0.716
25.06,198.403,9.6,7.1,3.9,-6.5,0.579
25.061,195.903,10.3,8,4.5,-5.4,0.579
25.062,193.203,10.2,8.2,4.5,-5,0.579
25.063,191.403,9.7,8,4.1,-5.3,0.579
25.064,190.403,9.2,7.7,3.9,-5.8,0.579
25.065,189.203,9.3,8,4.5,-6.2,0.579
25.066,186.603,10,8.8,6.2,-6.3,0.579
25.067,182.803,11.1,9.7,8.4,-6.3,0.579
25.068,178.803,11.8,10.3,10.4,-6.5,0.579
25.069,176.403,11.6,9.8,11.3,-7.3,0.579
25.07,176.003,10.4,8.3,10.8,-8.6,0.822
25.071,177.003,8.4,6.1,9.3,-10.2,0.822
25.072,178.103,6.4,3.9,7.5,-11.8,0.822
25.073,178.003,5.1,2.5,6.1,-13,0.822
25.074,176.703,4.7,2.1,5.7,-13.4,0.822
25.075,174.903,5.3,2.8,6.2,-13.1,0.822
25.076,173.803,6.2,3.8,7.3,-12.3,0.822
25.077,173.703,7.2,4.8,8.5,-11.1,0.822
25.078,174.003,7.9,5.4,9.5,-9.8,0.822
25.079,173.803,8.3,5.6,10.3,-8.6,0.822
25.08,172.503,8.6,5.8,11,-7.5,0.579
25.081,170.503,9,6.3,11.7,-6.5,0.579
25.082,168.303,9.6,7.1,12.6,-6,0.579
25.083,166.503,10.2,7.8,13.3,-5.9,0.579
25.084,165.103,10.7,7.8,13.6,-6.6,0.579
25.085,163.802,10.6,6.8,13.3,-7.9,0.579
25.086,162.402,9.9,4.8,12.2,-9.7,0.579
25.087,161.402,8.4,2.2,10.7,-11.5,0.579
25.088,161.202,6.8,-0.1,9.5,-12.6,0.579
25.089,161.902,5.3,-1.5,9.3,-12.8,0.579
25.09,163.202,4.6,-1.7,10.4,-12,0.668
25.091,164.003,4.6,-0.8,12.5,-10.9,0.668
25.092,163.202,5.3,0.3,14.8,-9.9,0.668
25.093,160.702,6,1.2,16.5,-9.5,0.668
25.094,156.902,6.5,1.6,16.9,-9.8,0.668
25.095,152.802,6.4,1.4,15.9,-10.5,0.668
25.096,149.202,5.9,1.1,14.3,-11.3,0.668
25.097,146.602,4.9,0.9,12.6,-11.7,0.668
25.098,145.002,3.9,0.7,11.4,-11.8,0.668
25.099,144.202,2.9,0.5,10.7,-11.8,0.668
25.1,144.002,2.1,0.2,10.2,-11.7,0.708
25.101,144.002,1.6,0,9.5,-11.7,0.708
25.102,143.702,1.3,0,8.3,-11.8,0.708
25.103,142.802,1.2,0.4,7.2,-11.8,0.708
25.104,141.102,1.3,1.4,6.5,-11.7,0.708
25.105,138.902,1.4,2.7,6.7,-11.3,0.708
25.106,136.902,1.5,4.1,8,-11,0.708
25.107,135.802,1.6,5.1,10.1,-10.7,0.708
25.108,135.702,1.9,5.6,12.4,-10.7,0.708
25.109,136.002,2.3,5.8,14.4,-10.9,0.708
25.11,135.402,2.7,5.8,15.7,-11.3,0.712
25.111,132.702,3,5.7,16.2,-11.7,0.712
25.112,127.702,2.9,5.8,16.2,-11.8,0.712
25.113,121.002,2.5,5.8,16,-11.6,0.712
25.114,114.402,2.1,6,16,-11.1,0.712
25.115,109.802,1.9,6.2,16.6,-10.5,0.712
25.116,108.202,2.2,6.7,17.4,-9.9,0.712
25.117,109.402,2.8,7.2,18.4,-9.6,0.712
25.118,112.202,3.5,7.7,18.8,-9.5,0.712
25.119,114.802,4.1,7.7,18.7,-9.7,0.712
25.12,115.702,4.5,7.3,17.9,-9.9,0.708
25.121,114.302,4.7,6.5,16.9,-9.9,0.708
25.122,110.902,5.1,5.9,16.4,-9.8,0.708
25.123,106.702,5.8,5.7,16.4,-9.7,0.708
25.124,102.902,6.6,6.1,16.9,-9.8,0.708
25.125,100.402,7.1,6.9,17.4,-10.1,0.708
25.126,99.402,7,7.7,17.6,-10.6,0.708
25.127,99.402,6.2,8,17.4,-11.1,0.708
25.128,99.602,4.9,7.7,17,-11.5,0.708
25.129,98.902,3.6,7,16.9,-11.5,0.708
25.13,97.001,2.8,6.5,17.5,-11.4,0.817
25.131,93.901,2.8,6.1,18.7,-11.2,0.817
25.132,90.501,3.3,5.9,20.2,-11.1,0.817
25.133,87.601,3.9,5.7,21.4,-11.2,0.817
25.134,85.501,4.3,5.3,22.2,-11.2,0.817
25.135,83.901,4.3,5,22.6,-11.1,0.817
25.136,81.701,4.2,5.2,22.9,-10.6,0.817
25.137,78.201,4.2,6.1,23.2,-9.9,0.817
25.138,73.201,4.6,7.7,23.6,-9.1,0.817
25.139,67.701,5.5,9.5,23.8,-8.5,0.817
25.14,63.301,6.5,10.8,23.7,-8.1,0.825
25.141,61.001,7.5,11,23.3,-7.9,0.825
25.142,61.001,8.3,10.1,22.9,-7.8,0.825
25.143,62.301,8.9,8.4,22.8,-7.6,0.825
25.144,63.401,9.4,6.5,23.2,-7.2,0.825
25.145,63.101,9.7,5,23.7,-6.8,0.825
25.146,61.301,9.7,4,24.2,-6.7,0.825
25.147,58.501,9.3,3.6,24.3,-7.2,0.825
25.148,55.701,8.5,3.5,23.9,-8.3,0.825
25.149,53.401,7.2,3.6,23.1,-9.8,0.825
25.15,51.401,5.9,3.8,22.4,-11.3,0.5
25.151,49.101,4.7,4,22.1,-12.2,0.5
25.152,45.901,3.9,4.4,22.4,-12.4,0.5
25.153,41.601,3.6,4.9,23.4,-11.9,0.5
25.154,36.901,3.4,5.5,24.8,-11,0.5
25.155,32.6,3.2,6.2,26.2,-9.9,0.5
25.156,29.4,2.9,7.1,27.3,-8.9,0.5
25.157,27.8,2.7,8.3,28,-8,0.5
25.158,28.1,2.9,9.7,28.4,-6.9,0.5
25.159,30,3.6,11.5,28.6,-5.5,0.5
25.16,33.001,4.8,13.3,28.9,-4,0.696
25.161,36.701,6.4,15,29.3,-2.4,0.696
25.162,40.801,8,16.5,30,-0.7,0.696
25.163,45.101,9.4,17.8,31.1,1.2,0.696
25.164,49.801,10.7,19.2,32.901,3.9,0.696
25.165,55.201,12.2,21.1,35.601,7.8,0.696
25.166,61.301,14.1,23.7,39.201,12.7,0.696
25.167,68.001,16.6,26.9,43.501,18.2,0.696
25.168,74.601,19.4,30,47.701,23.2,0.696
25.169,80.301,22.2,32.3,51.201,26.6,0.696
25.17,84.201,24.4,33.301,53.301,27.8,0.681
25.171,85.701,25.6,32.901,54.101,26.8,0.681
25.172,84.301,25.8,31.4,53.801,24.1,0.681
25.173,79.801,25.2,29.3,52.701,20.6,0.681
25.174,72.001,24.1,26.7,51.201,16.8,0.681
25.175,60.701,22.7,23.8,49.201,13,0.681
25.176,46.301,21.1,20.5,46.601,9,0.681
25.177,29.7,19.1,16.7,43.301,4.6,0.681
25.178,12.1,16.5,12.7,39.301,-0.5,0.681
25.179,-4.9,13.2,8.6,35.101,-5.9,0.681
